start,end,id,species,sr,db
8/6/2019 0:00:00,8/6/2019 1:00:00,1,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 1:00:00,8/6/2019 2:00:00,2,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 2:00:00,8/6/2019 3:00:00,3,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 3:00:00,8/6/2019 4:00:00,4,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 4:00:00,8/6/2019 5:00:00,5,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 5:00:00,8/6/2019 6:00:00,6,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 6:00:00,8/6/2019 7:00:00,7,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 7:00:00,8/6/2019 8:00:00,8,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 8:00:00,8/6/2019 9:00:00,9,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 9:00:00,8/6/2019 10:00:00,10,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 10:00:00,8/6/2019 11:00:00,11,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 11:00:00,8/6/2019 12:00:00,12,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 12:00:00,8/6/2019 13:00:00,13,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 13:00:00,8/6/2019 14:00:00,14,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 14:00:00,8/6/2019 15:00:00,15,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 15:00:00,8/6/2019 16:00:00,16,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 16:00:00,8/6/2019 17:00:00,17,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 17:00:00,8/6/2019 18:00:00,18,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 18:00:00,8/6/2019 19:00:00,19,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 19:00:00,8/6/2019 20:00:00,20,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 20:00:00,8/6/2019 21:00:00,21,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 21:00:00,8/6/2019 22:00:00,22,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 22:00:00,8/6/2019 23:00:00,23,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/6/2019 23:00:00,8/7/2019 0:00:00,24,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 0:00:00,8/7/2019 1:00:00,25,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 1:00:00,8/7/2019 2:00:00,26,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 2:00:00,8/7/2019 3:00:00,27,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 3:00:00,8/7/2019 4:00:00,28,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 4:00:00,8/7/2019 5:00:00,29,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 5:00:00,8/7/2019 6:00:00,30,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 6:00:00,8/7/2019 7:00:00,31,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 7:00:00,8/7/2019 8:00:00,32,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 8:00:00,8/7/2019 9:00:00,33,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 9:00:00,8/7/2019 10:00:00,34,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 10:00:00,8/7/2019 11:00:00,35,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 11:00:00,8/7/2019 12:00:00,36,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 12:00:00,8/7/2019 13:00:00,37,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 13:00:00,8/7/2019 14:00:00,38,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 14:00:00,8/7/2019 15:00:00,39,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 15:00:00,8/7/2019 16:00:00,40,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 16:00:00,8/7/2019 17:00:00,41,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 17:00:00,8/7/2019 18:00:00,42,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 18:00:00,8/7/2019 19:00:00,43,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 19:00:00,8/7/2019 20:00:00,44,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 20:00:00,8/7/2019 21:00:00,45,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 21:00:00,8/7/2019 22:00:00,46,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 22:00:00,8/7/2019 23:00:00,47,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/7/2019 23:00:00,8/8/2019 0:00:00,48,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 0:00:00,8/8/2019 1:00:00,49,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 1:00:00,8/8/2019 2:00:00,50,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 2:00:00,8/8/2019 3:00:00,51,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 3:00:00,8/8/2019 4:00:00,52,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 4:00:00,8/8/2019 5:00:00,53,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 5:00:00,8/8/2019 6:00:00,54,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 6:00:00,8/8/2019 7:00:00,55,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 7:00:00,8/8/2019 8:00:00,56,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 8:00:00,8/8/2019 9:00:00,57,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 9:00:00,8/8/2019 10:00:00,58,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 10:00:00,8/8/2019 11:00:00,59,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 11:00:00,8/8/2019 12:00:00,60,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 12:00:00,8/8/2019 13:00:00,61,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 13:00:00,8/8/2019 14:00:00,62,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
8/8/2019 14:00:00,8/8/2019 15:00:00,63,X999,144000,PAM20209_Zahn_narluga_fisher.sqlite3
